weapon_class,weapon_damage,weapon_cooldownAfterLastBullet,weapon_reloadTime,weapon_ammo,weapon_projectile_speed,weapon_projectile_range,weapon_projectile_spawn_delay_after_shot,CollectionID,StarLevel,IsNFT,level,name
Precision,1538.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,3,Skybreaker
Precision,1570.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,3,Skybreaker
Precision,1885.9999999999998,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,3,Skybreaker
Explosive,1364.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,3,Hellfire Launcher
Explosive,1390.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,3,Hellfire Launcher
Explosive,1404.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,3,Hellfire Launcher
Explosive,1444.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,3,Hellfire Launcher
Explosive,1484.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,3,Hellfire Launcher
Explosive,1777.8999999999999,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,3,Hellfire Launcher
Automatic,266.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,3,Titan Shredder
Automatic,274.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,3,Titan Shredder
Automatic,282.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,3,Titan Shredder
Automatic,290.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,3,Titan Shredder
Automatic,298.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,3,Titan Shredder
Automatic,368.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,3,Titan Shredder
Spread,1290.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,3,Helios Cannon
Spread,1310.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,3,Helios Cannon
Spread,1330.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,3,Helios Cannon
Spread,1352.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,3,Helios Cannon
Spread,1404.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,3,Helios Cannon
Spread,1662.8999999999999,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,3,Helios Cannon
Precision,1040.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,3,Wrath Of Artemis
Precision,1060.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,3,Wrath Of Artemis
Precision,1080.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,3,Wrath Of Artemis
Precision,1100.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,3,Wrath Of Artemis
Precision,1130.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,3,Wrath Of Artemis
Precision,1334.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,3,Wrath Of Artemis
Spread,2260.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,4,Boomstick
Spread,2390.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,4,Boomstick
Spread,2420.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,4,Boomstick
Spread,2450.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,4,Boomstick
Spread,2495.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,4,Boomstick
Spread,2540.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,4,Boomstick
Spread,2296.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,4,Boomstick-X
Spread,2432.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,4,Boomstick-X
Spread,2459.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,4,Boomstick-X
Spread,2501.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,4,Boomstick-X
Spread,2555.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,4,Boomstick-X
Spread,2833.36,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,4,Boomstick-X
Automatic,1760.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,4,Blaster
Automatic,1870.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,4,Blaster
Automatic,1900.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,4,Blaster
Automatic,1930.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,4,Blaster
Automatic,1975.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,4,Blaster
Automatic,2020.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,4,Blaster
Automatic,1790.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,4,Blaster-X
Automatic,1820.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,4,Blaster-X
Automatic,1850.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,4,Blaster-X
Automatic,1880.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,4,Blaster-X
Automatic,2240.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,4,Blaster-X
Automatic,2423.2000000000003,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,4,Blaster-X
Explosive,1245.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,4,Mortar Gun
Explosive,1332.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,4,Mortar Gun
Explosive,1362.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,4,Mortar Gun
Explosive,1392.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,4,Mortar Gun
Explosive,1422.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,4,Mortar Gun
Explosive,1524.6000000000001,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,4,Mortar Gun
Explosive,1260.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,4,Mortar Gun X
Explosive,1278.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,4,Mortar Gun X
Explosive,1302.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,4,Mortar Gun X
Explosive,1350.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,4,Mortar Gun X
Explosive,1401.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,4,Mortar Gun X
Explosive,1532.64,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,4,Mortar Gun X
Elemental,1060.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,4,Tesla Gun
Elemental,1090.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,4,Tesla Gun
Elemental,1250.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,4,Tesla Gun
Elemental,1280.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,4,Tesla Gun
Elemental,1310.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,4,Tesla Gun
Elemental,1340.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,4,Tesla Gun
Elemental,1090.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,4,Tesla Gun X
Elemental,1120.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,4,Tesla Gun X
Elemental,1150.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,4,Tesla Gun X
Elemental,1180.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,4,Tesla Gun X
Elemental,1440.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,4,Tesla Gun X
Elemental,1605.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,4,Tesla Gun X
Precision,1160.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,4,Railgun
Precision,1190.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,4,Railgun
Precision,1220.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,4,Railgun
Precision,1250.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,4,Railgun
Precision,1295.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,4,Railgun
Precision,1340.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,4,Railgun
Precision,1175.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,4,Railgun-X
Precision,1196.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,4,Railgun-X
Precision,1232.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,4,Railgun-X
Precision,1274.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,4,Railgun-X
Precision,1322.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,4,Railgun-X
Precision,1394.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,4,Railgun-X
Elemental,142.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,4,Dragonbreath
Elemental,148.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,4,Dragonbreath
Elemental,154.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,4,Dragonbreath
Elemental,160.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,4,Dragonbreath
Elemental,166.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,4,Dragonbreath
Elemental,201.24999999999997,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,4,Dragonbreath
Precision,1475.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,4,Skybreaker
Precision,1511.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,4,Skybreaker
Precision,1553.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,4,Skybreaker
Precision,1607.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,4,Skybreaker
Precision,1655.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,4,Skybreaker
Precision,2023.9999999999998,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,4,Skybreaker
Explosive,1396.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,4,Hellfire Launcher
Explosive,1435.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,4,Hellfire Launcher
Explosive,1456.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,4,Hellfire Launcher
Explosive,1516.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,4,Hellfire Launcher
Explosive,1576.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,4,Hellfire Launcher
Explosive,1919.35,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,4,Hellfire Launcher
Automatic,274.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,4,Titan Shredder
Automatic,286.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,4,Titan Shredder
Automatic,298.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,4,Titan Shredder
Automatic,310.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,4,Titan Shredder
Automatic,322.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,4,Titan Shredder
Automatic,408.24999999999994,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,4,Titan Shredder
Spread,1310.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,4,Helios Cannon
Spread,1340.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,4,Helios Cannon
Spread,1370.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,4,Helios Cannon
Spread,1403.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,4,Helios Cannon
Spread,1481.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,4,Helios Cannon
Spread,1775.6,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,4,Helios Cannon
Precision,1060.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,4,Wrath Of Artemis
Precision,1090.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,4,Wrath Of Artemis
Precision,1120.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,4,Wrath Of Artemis
Precision,1150.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,4,Wrath Of Artemis
Precision,1195.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,4,Wrath Of Artemis
Precision,1426.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,4,Wrath Of Artemis
Spread,2280.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,5,Boomstick
Spread,2420.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,5,Boomstick
Spread,2460.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,5,Boomstick
Spread,2500.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,5,Boomstick
Spread,2560.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,5,Boomstick
Spread,2620.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,5,Boomstick
Spread,2328.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,5,Boomstick-X
Spread,2476.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,5,Boomstick-X
Spread,2512.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,5,Boomstick-X
Spread,2568.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,5,Boomstick-X
Spread,2640.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,5,Boomstick-X
Spread,2957.48,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,5,Boomstick-X
Automatic,1780.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,5,Blaster
Automatic,1900.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,5,Blaster
Automatic,1940.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,5,Blaster
Automatic,1980.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,5,Blaster
Automatic,2040.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,5,Blaster
Automatic,2100.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,5,Blaster
Automatic,1820.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,5,Blaster-X
Automatic,1860.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,5,Blaster-X
Automatic,1900.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,5,Blaster-X
Automatic,1940.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,5,Blaster-X
Automatic,2320.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,5,Blaster-X
Automatic,2537.6,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,5,Blaster-X
Explosive,1260.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,5,Mortar Gun
Explosive,1356.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,5,Mortar Gun
Explosive,1396.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,5,Mortar Gun
Explosive,1436.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,5,Mortar Gun
Explosive,1476.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,5,Mortar Gun
Explosive,1591.8,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,5,Mortar Gun
Explosive,1280.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,5,Mortar Gun X
Explosive,1304.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,5,Mortar Gun X
Explosive,1336.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,5,Mortar Gun X
Explosive,1400.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,5,Mortar Gun X
Explosive,1468.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,5,Mortar Gun X
Explosive,1631.52,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,5,Mortar Gun X
Elemental,1080.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,5,Tesla Gun
Elemental,1120.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,5,Tesla Gun
Elemental,1290.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,5,Tesla Gun
Elemental,1330.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,5,Tesla Gun
Elemental,1370.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,5,Tesla Gun
Elemental,1410.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,5,Tesla Gun
Elemental,1120.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,5,Tesla Gun X
Elemental,1160.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,5,Tesla Gun X
Elemental,1200.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,5,Tesla Gun X
Elemental,1240.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,5,Tesla Gun X
Elemental,1520.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,5,Tesla Gun X
Elemental,1712.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,5,Tesla Gun X
Precision,1180.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,5,Railgun
Precision,1220.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,5,Railgun
Precision,1260.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,5,Railgun
Precision,1300.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,5,Railgun
Precision,1360.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,5,Railgun
Precision,1420.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,5,Railgun
Precision,1200.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,5,Railgun-X
Precision,1228.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,5,Railgun-X
Precision,1276.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,5,Railgun-X
Precision,1332.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,5,Railgun-X
Precision,1396.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,5,Railgun-X
Precision,1492.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,5,Railgun-X
Elemental,146.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,5,Dragonbreath
Elemental,154.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,5,Dragonbreath
Elemental,162.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,5,Dragonbreath
Elemental,170.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,5,Dragonbreath
Elemental,178.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,5,Dragonbreath
Elemental,218.49999999999997,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,5,Dragonbreath
Precision,1500.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,5,Skybreaker
Precision,1548.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,5,Skybreaker
Precision,1604.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,5,Skybreaker
Precision,1676.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,5,Skybreaker
Precision,1740.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,5,Skybreaker
Precision,2162.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,5,Skybreaker
Explosive,1428.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,5,Hellfire Launcher
Explosive,1480.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,5,Hellfire Launcher
Explosive,1508.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,5,Hellfire Launcher
Explosive,1588.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,5,Hellfire Launcher
Explosive,1668.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,5,Hellfire Launcher
Explosive,2060.7999999999997,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,5,Hellfire Launcher
Automatic,282.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,5,Titan Shredder
Automatic,298.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,5,Titan Shredder
Automatic,314.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,5,Titan Shredder
Automatic,330.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,5,Titan Shredder
Automatic,346.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,5,Titan Shredder
Automatic,448.49999999999994,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,5,Titan Shredder
Spread,1330.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,5,Helios Cannon
Spread,1370.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,5,Helios Cannon
Spread,1410.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,5,Helios Cannon
Spread,1454.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,5,Helios Cannon
Spread,1558.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,5,Helios Cannon
Spread,1888.3,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,5,Helios Cannon
Precision,1080.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,5,Wrath Of Artemis
Precision,1120.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,5,Wrath Of Artemis
Precision,1160.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,5,Wrath Of Artemis
Precision,1200.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,5,Wrath Of Artemis
Precision,1260.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,5,Wrath Of Artemis
Precision,1517.9999999999998,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,5,Wrath Of Artemis
Spread,2300.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,6,Boomstick
Spread,2450.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,6,Boomstick
Spread,2500.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,6,Boomstick
Spread,2550.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,6,Boomstick
Spread,2625.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,6,Boomstick
Spread,2700.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,6,Boomstick
Spread,2360.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,6,Boomstick-X
Spread,2520.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,6,Boomstick-X
Spread,2565.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,6,Boomstick-X
Spread,2635.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,6,Boomstick-X
Spread,2725.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,6,Boomstick-X
Spread,3081.6000000000004,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,6,Boomstick-X
Automatic,1800.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,6,Blaster
Automatic,1930.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,6,Blaster
Automatic,1980.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,6,Blaster
Automatic,2030.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,6,Blaster
Automatic,2105.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,6,Blaster
Automatic,2180.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,6,Blaster
Automatic,1850.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,6,Blaster-X
Automatic,1900.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,6,Blaster-X
Automatic,1950.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,6,Blaster-X
Automatic,2000.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,6,Blaster-X
Automatic,2400.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,6,Blaster-X
Automatic,2652.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,6,Blaster-X
Explosive,1275.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,6,Mortar Gun
Explosive,1380.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,6,Mortar Gun
Explosive,1430.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,6,Mortar Gun
Explosive,1480.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,6,Mortar Gun
Explosive,1530.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,6,Mortar Gun
Explosive,1659.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,6,Mortar Gun
Explosive,1300.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,6,Mortar Gun X
Explosive,1330.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,6,Mortar Gun X
Explosive,1370.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,6,Mortar Gun X
Explosive,1450.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,6,Mortar Gun X
Explosive,1535.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,6,Mortar Gun X
Explosive,1730.4,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,6,Mortar Gun X
Elemental,1100.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,6,Tesla Gun
Elemental,1150.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,6,Tesla Gun
Elemental,1330.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,6,Tesla Gun
Elemental,1380.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,6,Tesla Gun
Elemental,1430.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,6,Tesla Gun
Elemental,1480.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,6,Tesla Gun
