weapon_class,weapon_damage,weapon_cooldownAfterLastBullet,weapon_reloadTime,weapon_ammo,weapon_projectile_speed,weapon_projectile_range,weapon_projectile_spawn_delay_after_shot,ID,CollectionID,StarLevel,IsNFT,level
Precision,1325.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star5,Mythical,5,True,5
Precision,1400.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star6,Mythical,6,True,5
Spread,2320.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star1,Default,1,False,6
Spread,2480.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star2,Default,2,False,6
Spread,2540.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star3,Default,3,False,6
Spread,2600.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star4,Default,4,False,6
Spread,2690.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star5,Default,5,False,6
Spread,2780.0,0.65,2.1,3,14.0,9.75,0.1,WeaponType_Shotgun_Default_Star6,Default,6,False,6
Spread,2392.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star1,Arsenal-X,1,True,6
Spread,2564.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star2,Arsenal-X,2,True,6
Spread,2618.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star3,Arsenal-X,3,True,6
Spread,2702.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star4,Arsenal-X,4,True,6
Spread,2810.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star5,Arsenal-X,5,True,6
Spread,2996.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star6,Arsenal-X,6,True,6
Automatic,1820.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star1,Default,1,False,6
Automatic,1960.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star2,Default,2,False,6
Automatic,2020.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star3,Default,3,False,6
Automatic,2080.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star4,Default,4,False,6
Automatic,2170.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star5,Default,5,False,6
Automatic,2260.0,0.2,2.75,3,14.0,11.0,0.0,WeaponType_AssaultGun_Default_Star6,Default,6,False,6
Automatic,1880.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Arsenal-X_Star1,Arsenal-X,1,True,6
Automatic,1940.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star2,Arsenal-X,2,True,6
Automatic,2000.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star3,Arsenal-X,3,True,6
Automatic,2060.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star4,Arsenal-X,4,True,6
Automatic,2480.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star5,Arsenal-X,5,True,6
Automatic,2660.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star6,Arsenal-X,6,True,6
Explosive,1290.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star1,Default,1,False,6
Explosive,1404.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star2,Default,2,False,6
Explosive,1464.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star3,Default,3,False,6
Explosive,1524.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star4,Default,4,False,6
Explosive,1584.0,1.0,3.0,3,3.35,8.5,0.13,WeaponType_MortarGun_Default_Star5,Default,5,False,6
Explosive,1644.0,1.0,3.0,3,3.35,8.5,0.13,WeaponType_MortarGun_Default_Star6,Default,6,False,6
Explosive,1320.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star1,Arsenal-X,1,True,6
Explosive,1356.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star2,Arsenal-X,2,True,6
Explosive,1404.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star3,Arsenal-X,3,True,6
Explosive,1500.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star4,Arsenal-X,4,True,6
Explosive,1602.0,1.0,3.0,3,3.35,9.0,0.13,WeaponType_MortarGun_Arsenal-X_Star5,Arsenal-X,5,True,6
Explosive,1776.0,1.0,3.0,3,3.35,9.0,0.13,WeaponType_MortarGun_Arsenal-X_Star6,Arsenal-X,6,True,6
Elemental,1120.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star1,Default,1,False,6
Elemental,1180.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star2,Default,2,False,6
Elemental,1370.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star3,Default,3,False,6
Elemental,1430.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star4,Default,4,False,6
Elemental,1490.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star5,Default,5,False,6
Elemental,1550.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Default_Star6,Default,6,False,6
Elemental,1180.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Arsenal-X_Star1,Arsenal-X,1,True,6
Elemental,1240.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star2,Arsenal-X,2,True,6
Elemental,1300.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star3,Arsenal-X,3,True,6
Elemental,1360.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star4,Arsenal-X,4,True,6
Elemental,1680.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star5,Arsenal-X,5,True,6
Elemental,1800.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star6,Arsenal-X,6,True,6
Precision,1220.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star1,Default,1,False,6
Precision,1280.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star2,Default,2,False,6
Precision,1340.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star3,Default,3,False,6
Precision,1400.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star4,Default,4,False,6
Precision,1490.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star5,Default,5,False,6
Precision,1580.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Default_Star6,Default,6,False,6
Precision,1250.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Arsenal-X_Star1,Arsenal-X,1,True,6
Precision,1292.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star2,Arsenal-X,2,True,6
Precision,1364.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star3,Arsenal-X,3,True,6
Precision,1448.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star4,Arsenal-X,4,True,6
Precision,1544.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star5,Arsenal-X,5,True,6
Precision,1688.0,0.75,2.0,2,13.2,11.0,0.1,WeaponType_RailGun_Arsenal-X_Star6,Arsenal-X,6,True,6
Elemental,154.0,0.05,0.1,65,10.0,9.0,0.2,WeaponType_Flamer_Mythical_Star1,Mythical,1,True,6
Elemental,166.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star2,Mythical,2,True,6
Elemental,178.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star3,Mythical,3,True,6
Elemental,190.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star4,Mythical,4,True,6
Elemental,202.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star5,Mythical,5,True,6
Elemental,220.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star6,Mythical,6,True,6
Precision,1550.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star1,Mythical,1,True,6
Precision,1622.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star2,Mythical,2,True,6
Precision,1706.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star3,Mythical,3,True,6
Precision,1814.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star4,Mythical,4,True,6
Precision,1910.0,1.0,3.0,2,11.0,9.7,0.13,WeaponType_Hammer_Mythical_Star5,Mythical,5,True,6
Precision,2120.0,1.0,3.0,2,11.0,9.7,0.13,WeaponType_Hammer_Mythical_Star6,Mythical,6,True,6
Explosive,1492.0,0.5,2.7,2,11.5,9.0,0.0,WeaponType_RocketLauncher_Mythical_Star1,Mythical,1,True,6
Explosive,1570.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star2,Mythical,2,True,6
Explosive,1612.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star3,Mythical,3,True,6
Explosive,1732.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star4,Mythical,4,True,6
Explosive,1852.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star5,Mythical,5,True,6
Explosive,2038.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star6,Mythical,6,True,6
Automatic,298.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star1,Mythical,1,True,6
Automatic,322.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star2,Mythical,2,True,6
Automatic,346.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star3,Mythical,3,True,6
Automatic,370.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star4,Mythical,4,True,6
Automatic,394.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star5,Mythical,5,True,6
Automatic,460.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star6,Mythical,6,True,6
Spread,1370.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star1,Mythical,1,True,6
Spread,1430.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star2,Mythical,2,True,6
Spread,1490.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star3,Mythical,3,True,6
Spread,1556.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star4,Mythical,4,True,6
Spread,1712.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star5,Mythical,5,True,6
Spread,1838.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star6,Mythical,6,True,6
Precision,1120.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star1,Mythical,1,True,6
Precision,1180.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star2,Mythical,2,True,6
Precision,1240.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star3,Mythical,3,True,6
Precision,1300.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star4,Mythical,4,True,6
Precision,1390.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star5,Mythical,5,True,6
Precision,1480.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star6,Mythical,6,True,6
Spread,2340.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star1,Default,1,False,7
Spread,2510.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star2,Default,2,False,7
Spread,2580.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star3,Default,3,False,7
Spread,2650.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star4,Default,4,False,7
Spread,2755.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star5,Default,5,False,7
Spread,2860.0,0.65,2.1,3,14.0,9.75,0.1,WeaponType_Shotgun_Default_Star6,Default,6,False,7
Spread,2424.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star1,Arsenal-X,1,True,7
Spread,2608.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star2,Arsenal-X,2,True,7
Spread,2671.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star3,Arsenal-X,3,True,7
Spread,2769.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star4,Arsenal-X,4,True,7
Spread,2895.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star5,Arsenal-X,5,True,7
Spread,3112.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star6,Arsenal-X,6,True,7
Automatic,1840.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star1,Default,1,False,7
Automatic,1990.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star2,Default,2,False,7
Automatic,2060.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star3,Default,3,False,7
Automatic,2130.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star4,Default,4,False,7
Automatic,2235.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star5,Default,5,False,7
Automatic,2340.0,0.2,2.75,3,14.0,11.0,0.0,WeaponType_AssaultGun_Default_Star6,Default,6,False,7
Automatic,1910.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Arsenal-X_Star1,Arsenal-X,1,True,7
Automatic,1980.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star2,Arsenal-X,2,True,7
Automatic,2050.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star3,Arsenal-X,3,True,7
Automatic,2120.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star4,Arsenal-X,4,True,7
Automatic,2560.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star5,Arsenal-X,5,True,7
Automatic,2770.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star6,Arsenal-X,6,True,7
Explosive,1305.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star1,Default,1,False,7
Explosive,1428.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star2,Default,2,False,7
Explosive,1498.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star3,Default,3,False,7
Explosive,1568.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Default_Star4,Default,4,False,7
Explosive,1638.0,1.0,3.0,3,3.35,8.5,0.13,WeaponType_MortarGun_Default_Star5,Default,5,False,7
Explosive,1708.0,1.0,3.0,3,3.35,8.5,0.13,WeaponType_MortarGun_Default_Star6,Default,6,False,7
Explosive,1340.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star1,Arsenal-X,1,True,7
Explosive,1382.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star2,Arsenal-X,2,True,7
Explosive,1438.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star3,Arsenal-X,3,True,7
Explosive,1550.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_MortarGun_Arsenal-X_Star4,Arsenal-X,4,True,7
Explosive,1669.0,1.0,3.0,3,3.35,9.0,0.13,WeaponType_MortarGun_Arsenal-X_Star5,Arsenal-X,5,True,7
Explosive,1872.0,1.0,3.0,3,3.35,9.0,0.13,WeaponType_MortarGun_Arsenal-X_Star6,Arsenal-X,6,True,7
Elemental,1140.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star1,Default,1,False,7
Elemental,1210.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star2,Default,2,False,7
Elemental,1410.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star3,Default,3,False,7
Elemental,1480.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star4,Default,4,False,7
Elemental,1550.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Default_Star5,Default,5,False,7
Elemental,1620.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Default_Star6,Default,6,False,7
Elemental,1210.0,0.5,2.7,2,10.0,9.0,0.2,WeaponType_TeslaGun_Arsenal-X_Star1,Arsenal-X,1,True,7
Elemental,1280.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star2,Arsenal-X,2,True,7
Elemental,1350.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star3,Arsenal-X,3,True,7
Elemental,1420.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star4,Arsenal-X,4,True,7
Elemental,1760.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star5,Arsenal-X,5,True,7
Elemental,1900.0,0.5,2.7,2,10.0,9.5,0.2,WeaponType_TeslaGun_Arsenal-X_Star6,Arsenal-X,6,True,7
Precision,1240.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star1,Default,1,False,7
Precision,1310.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star2,Default,2,False,7
Precision,1380.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star3,Default,3,False,7
Precision,1450.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star4,Default,4,False,7
Precision,1555.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Default_Star5,Default,5,False,7
Precision,1660.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Default_Star6,Default,6,False,7
Precision,1275.0,0.75,2.0,2,13.2,10.0,0.1,WeaponType_RailGun_Arsenal-X_Star1,Arsenal-X,1,True,7
Precision,1324.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star2,Arsenal-X,2,True,7
Precision,1408.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star3,Arsenal-X,3,True,7
Precision,1506.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star4,Arsenal-X,4,True,7
Precision,1618.0,0.75,2.0,2,13.2,10.5,0.1,WeaponType_RailGun_Arsenal-X_Star5,Arsenal-X,5,True,7
Precision,1786.0,0.75,2.0,2,13.2,11.0,0.1,WeaponType_RailGun_Arsenal-X_Star6,Arsenal-X,6,True,7
Elemental,158.0,0.05,0.1,65,10.0,9.0,0.2,WeaponType_Flamer_Mythical_Star1,Mythical,1,True,7
Elemental,172.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star2,Mythical,2,True,7
Elemental,186.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star3,Mythical,3,True,7
Elemental,200.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star4,Mythical,4,True,7
Elemental,214.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star5,Mythical,5,True,7
Elemental,235.0,0.05,0.1,65,10.0,9.5,0.2,WeaponType_Flamer_Mythical_Star6,Mythical,6,True,7
Precision,1575.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star1,Mythical,1,True,7
Precision,1659.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star2,Mythical,2,True,7
Precision,1757.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star3,Mythical,3,True,7
Precision,1883.0,1.0,3.0,2,11.0,8.5,0.13,WeaponType_Hammer_Mythical_Star4,Mythical,4,True,7
Precision,1995.0,1.0,3.0,2,11.0,9.7,0.13,WeaponType_Hammer_Mythical_Star5,Mythical,5,True,7
Precision,2240.0,1.0,3.0,2,11.0,9.7,0.13,WeaponType_Hammer_Mythical_Star6,Mythical,6,True,7
Explosive,1524.0,0.5,2.7,2,11.5,9.0,0.0,WeaponType_RocketLauncher_Mythical_Star1,Mythical,1,True,7
Explosive,1615.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star2,Mythical,2,True,7
Explosive,1664.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star3,Mythical,3,True,7
Explosive,1804.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star4,Mythical,4,True,7
Explosive,1944.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star5,Mythical,5,True,7
Explosive,2161.0,0.5,2.7,2,11.5,9.3,0.0,WeaponType_RocketLauncher_Mythical_Star6,Mythical,6,True,7
Automatic,306.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star1,Mythical,1,True,7
Automatic,334.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star2,Mythical,2,True,7
Automatic,362.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star3,Mythical,3,True,7
Automatic,390.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star4,Mythical,4,True,7
Automatic,418.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star5,Mythical,5,True,7
Automatic,495.0,0.05,0.15,80,22.0,10.0,0.2,WeaponType_Minigun_Mythical_Star6,Mythical,6,True,7
Spread,1390.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star1,Mythical,1,True,7
Spread,1460.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star2,Mythical,2,True,7
Spread,1530.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star3,Mythical,3,True,7
Spread,1607.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star4,Mythical,4,True,7
Spread,1789.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star5,Mythical,5,True,7
Spread,1936.0,1.0,3.0,3,3.35,8.0,0.13,WeaponType_Spreadgun_Mythical_Star6,Mythical,6,True,7
Precision,1140.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star1,Mythical,1,True,7
Precision,1210.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star2,Mythical,2,True,7
Precision,1280.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star3,Mythical,3,True,7
Precision,1350.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star4,Mythical,4,True,7
Precision,1455.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star5,Mythical,5,True,7
Precision,1560.0,0.75,2.4,2,12.0,10.0,0.1,WeaponType_Crossbow_Mythical_Star6,Mythical,6,True,7
Spread,2360.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star1,Default,1,False,8
Spread,2540.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star2,Default,2,False,8
Spread,2620.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star3,Default,3,False,8
Spread,2700.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star4,Default,4,False,8
Spread,2820.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Default_Star5,Default,5,False,8
Spread,2940.0,0.65,2.1,3,14.0,9.75,0.1,WeaponType_Shotgun_Default_Star6,Default,6,False,8
Spread,2456.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star1,Arsenal-X,1,True,8
Spread,2652.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star2,Arsenal-X,2,True,8
Spread,2724.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star3,Arsenal-X,3,True,8
Spread,2836.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star4,Arsenal-X,4,True,8
Spread,2980.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star5,Arsenal-X,5,True,8
Spread,3228.0,0.65,2.1,3,14.0,9.0,0.1,WeaponType_Shotgun_Arsenal-X_Star6,Arsenal-X,6,True,8
Automatic,1860.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star1,Default,1,False,8
Automatic,2020.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star2,Default,2,False,8
Automatic,2100.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star3,Default,3,False,8
Automatic,2180.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star4,Default,4,False,8
Automatic,2300.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Default_Star5,Default,5,False,8
Automatic,2420.0,0.2,2.75,3,14.0,11.0,0.0,WeaponType_AssaultGun_Default_Star6,Default,6,False,8
Automatic,1940.0,0.2,2.75,3,14.0,10.0,0.0,WeaponType_AssaultGun_Arsenal-X_Star1,Arsenal-X,1,True,8
Automatic,2020.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star2,Arsenal-X,2,True,8
Automatic,2100.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star3,Arsenal-X,3,True,8
Automatic,2180.0,0.2,2.75,3,14.0,10.5,0.0,WeaponType_AssaultGun_Arsenal-X_Star4,Arsenal-X,4,True,8
