identifier,collection,name,url,thumbnailUrl,owner,rank,priceCurrency,priceAmount,Background,Body,Earrings,Eyes,Face,Head,Headgear,LegAccessories,Legs,Mouth,Perk 1,Perk 2,Rarity Class,Skin,Species,level,health,shield,talent_points_available,talent_points_total,earn_rate,character_tokens,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CRHEROES-9edff2-0160,CRHEROES-9edff2,Space Shark #377,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Escape Artist,Explosive Weapons Proficiency,Epic,Maui,Space Shark,10,1318,722,20,20,1.03,1286,0,1,0,0,2,0,1,3,1,3,4,3,11,0,1,0,0,0,0,10,0
CRHEROES-9edff2-0161,CRHEROES-9edff2,Space Shark #378,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scatter Weapons Proficiency,Brawler,Epic,Maui,Space Shark,8,899,492,10,10,0.74,210,1,1,0,0,0,0,0,0,0,3,2,1,1,0,1,10,0,10,0,0,0
CRHEROES-9edff2-0162,CRHEROES-9edff2,Space Shark #379,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Perseverance,Automatic Weapons Proficiency,Epic,Maui,Space Shark,12,1793,983,30,30,1.38,646,0,0,5,4,0,1,0,3,0,2,0,12,0,0,0,2,12,0,0,0,0
CRHEROES-9edff2-0163,CRHEROES-9edff2,Space Shark #380,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Nano Meds,Adrenaline Rush,Epic,Maui,Space Shark,1,0,0,0,0,0.0,5,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-0164,CRHEROES-9edff2,Space Shark #351,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1rk2mpq6xmvhjh578lzky4u2jce6k6hmj23zdr8wzt38pf3a4ve0qj4pkd6,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Precision Weapons Proficiency,Perseverance,Epic,Maui,Space Shark,8,899,492,10,10,0.74,680,0,1,0,0,1,0,1,0,0,0,0,10,0,1,1,0,0,0,10,0,0
CRHEROES-9edff2-0165,CRHEROES-9edff2,Space Shark #352,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,6.5,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Cold Blooded,Automatic Weapons Proficiency,Epic,Maui,Space Shark,8,899,492,10,10,0.74,712,0,2,0,0,0,0,5,0,0,0,11,0,0,0,2,0,10,0,0,0,0
CRHEROES-9edff2-0166,CRHEROES-9edff2,Space Shark #353,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scavenger,Black Widow,Epic,Maui,Space Shark,7,713,390,5,5,0.6,221,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CRHEROES-9edff2-0167,CRHEROES-9edff2,Space Shark #354,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1nf97pphnz4ve6fvrw59u9yez5q3p0up4mg7gd8fsv4tzkzecfums9806wx,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Galvanized,Scavenger,Epic,Maui,Space Shark,7,713,390,5,5,0.6,708,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,1,0,1,3,0
CRHEROES-9edff2-0168,CRHEROES-9edff2,Space Shark #355,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Hodler,Automatic Weapons Proficiency,Epic,Maui,Space Shark,9,1101,603,15,15,0.88,15,1,10,0,0,0,0,0,3,4,5,1,1,0,0,0,0,10,0,0,0,0
CRHEROES-9edff2-0169,CRHEROES-9edff2,Space Shark #356,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Elemental Weapons Proficiency,Grounded,Epic,Maui,Space Shark,7,713,390,5,5,0.6,389,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CRHEROES-9edff2-016a,CRHEROES-9edff2,Space Shark #357,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Galvanized,Explosive Weapons Proficiency,Epic,Maui,Space Shark,11,1549,849,25,25,1.2,1159,2,1,0,0,0,5,2,12,3,5,0,4,0,0,0,1,0,0,0,10,0
CRHEROES-9edff2-016b,CRHEROES-9edff2,Space Shark #358,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Nano Meds,Cool Moves,Epic,Maui,Space Shark,5,391,212,0,0,0.37,64,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
CRHEROES-9edff2-016c,CRHEROES-9edff2,Space Shark #359,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Resilience,Overshield,Epic,Maui,Space Shark,9,1101,603,15,15,0.88,340,0,5,0,0,4,10,0,0,0,10,1,0,1,0,4,0,0,0,0,0,0
CRHEROES-9edff2-016d,CRHEROES-9edff2,Space Shark #360,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1udf8fm2ze46sskk3asapcxcqne2qdh7kvpq5ng8344uwd4xw5dqsqtculm,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Brawler,Cold Blooded,Epic,Maui,Space Shark,10,1318,722,20,20,1.03,984,2,0,0,0,0,4,3,4,0,3,10,1,0,0,0,13,0,0,0,0,0
CRHEROES-9edff2-016e,CRHEROES-9edff2,Space Shark #361,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1mq5l9yfuf43mr0d2fdqfq07q4c8eskrkrh5zn3d3ukenm9yhzs0qszkx2t,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scatter Weapons Proficiency,Black Widow,Epic,Maui,Space Shark,10,1318,722,20,20,1.03,882,0,2,0,1,3,0,12,0,0,0,1,0,2,3,1,0,0,10,4,1,0
CRHEROES-9edff2-016f,CRHEROES-9edff2,Space Shark #362,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Cool Moves,Scatter Weapons Proficiency,Epic,Maui,Space Shark,9,1101,603,15,15,0.88,380,0,0,0,0,0,1,0,0,1,1,0,1,0,0,10,2,0,10,0,0,0
CRHEROES-9edff2-0170,CRHEROES-9edff2,Space Shark #363,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Adrenaline Rush,Precision Weapons Proficiency,Epic,Maui,Space Shark,5,391,212,0,0,0.37,294,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CRHEROES-9edff2-0171,CRHEROES-9edff2,Space Shark #364,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1fmgf4g9uq0l6jd3g8fdszesx0sq9yqc8h76kmssj3putapj5242qh9jjcj,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Automatic Weapons Proficiency,Scavenger,Epic,Maui,Space Shark,7,713,390,5,5,0.6,1481,0,0,0,0,0,1,0,0,2,1,0,1,0,10,0,0,10,0,0,0,0
CRHEROES-9edff2-0172,CRHEROES-9edff2,Space Shark #365,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1sxfx4fmad3yl9yc8mxgtleyqzl0slpvq8h3faz358tntdxnh0t7qd6d5gy,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Black Widow,Elemental Weapons Proficiency,Epic,Maui,Space Shark,7,713,390,5,5,0.6,1035,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CRHEROES-9edff2-0173,CRHEROES-9edff2,Space Shark #366,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd18mfnt9ylg9u34q42c7820u2s8jv93th8nl86n0maw5wf067xt4pq037pf2,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Grounded,Elemental Weapons Proficiency,Epic,Maui,Space Shark,7,713,390,5,5,0.6,1026,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,10
CRHEROES-9edff2-0174,CRHEROES-9edff2,Space Shark #367,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,6.1,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Brawler,Explosive Weapons Proficiency,Epic,Maui,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0
CRHEROES-9edff2-0175,CRHEROES-9edff2,Space Shark #368,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Adrenaline Rush,Nano Meds,Epic,Maui,Space Shark,10,1318,722,20,20,1.03,560,2,0,0,0,11,2,2,1,12,0,1,1,4,2,0,2,0,0,0,0,0
CRHEROES-9edff2-0176,CRHEROES-9edff2,Space Shark #369,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scatter Weapons Proficiency,Hodler,Epic,Maui,Space Shark,4,258,139,0,0,0.27,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CRHEROES-9edff2-0177,CRHEROES-9edff2,Space Shark #370,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1c7flz3zjf5mlr86nk4eyu5ht4hfz0ah6rqmzyxm5nc3qj64de27sx3dtnc,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Adrenaline Rush,Precision Weapons Proficiency,Epic,Maui,Space Shark,11,1549,849,25,25,1.2,33,0,0,0,1,12,0,4,0,0,0,0,0,3,3,0,0,1,0,13,0,1
CRHEROES-9edff2-0178,CRHEROES-9edff2,Space Shark #371,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Nano Meds,Cool Moves,Epic,Maui,Space Shark,9,1101,603,15,15,0.88,342,1,1,0,0,0,1,0,2,11,2,1,1,1,3,11,0,0,0,0,0,0
CRHEROES-9edff2-0179,CRHEROES-9edff2,Space Shark #372,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1femljen5ja8vdkjc37sk3h336as8h20wzj9twjeyxjvcpwfrqxfs97kn6g,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Black Widow,Escape Artist,Epic,Maui,Space Shark,15,2604,1430,45,45,2.01,1705,3,5,0,0,3,4,14,4,3,2,6,5,10,1,1,4,0,0,0,0,0
CRHEROES-9edff2-017a,CRHEROES-9edff2,Space Shark #373,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Automatic Weapons Proficiency,Perseverance,Epic,Maui,Space Shark,9,1101,603,15,15,0.88,342,2,0,0,0,0,0,3,0,1,1,0,10,3,1,1,3,10,0,0,0,0
CRHEROES-9edff2-017b,CRHEROES-9edff2,Space Shark #374,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scatter Weapons Proficiency,Scavenger,Epic,Maui,Space Shark,8,899,492,10,10,0.74,210,0,0,0,0,1,0,0,0,4,0,2,1,1,11,0,0,0,10,0,0,0
CRHEROES-9edff2-017c,CRHEROES-9edff2,Space Shark #375,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Overachiever,Black Widow,Epic,Maui,Space Shark,8,899,492,10,10,0.74,5,11,0,0,0,0,2,12,1,0,0,1,1,1,0,1,0,0,0,0,0,0
CRHEROES-9edff2-017d,CRHEROES-9edff2,Space Shark #381,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1tgvgm3zg0kxq8updzjqxjuq8slrvc28503a2dq8c5587ejugrmus8wkgrr,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Hodler,Nano Meds,Epic,Maui,Space Shark,10,1318,722,20,20,1.03,25,0,13,1,1,4,0,2,0,10,0,0,0,2,2,4,0,0,1,0,0,0
CRHEROES-9edff2-017e,CRHEROES-9edff2,Space Shark #382,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,6.6,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Escape Artist,Cool Moves,Epic,Maui,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
CRHEROES-9edff2-017f,CRHEROES-9edff2,Space Shark #383,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,8.9,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Adrenaline Rush,Scavenger,Epic,Maui,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CRHEROES-9edff2-0180,CRHEROES-9edff2,Space Shark #384,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scavenger,Black Widow,Epic,Maui,Space Shark,8,899,492,10,10,0.74,6,0,0,0,0,0,0,12,1,2,2,0,0,1,11,0,1,0,0,0,0,0
CRHEROES-9edff2-0181,CRHEROES-9edff2,Space Shark #385,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1whxprrk7swdt7dpf9elvcaepxnt7wh04wrpqwjex4ng85j78992qj0ju6w,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Escape Artist,Grounded,Epic,Maui,Space Shark,7,713,390,5,5,0.6,24,2,0,10,0,0,0,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0
CRHEROES-9edff2-0182,CRHEROES-9edff2,Space Shark #386,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,7.0,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Stonewall,Elemental Weapons Proficiency,Epic,Maui,Space Shark,1,0,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CRHEROES-9edff2-0183,CRHEROES-9edff2,Space Shark #387,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,7.7,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scatter Weapons Proficiency,Black Widow,Epic,Maui,Space Shark,1,0,0,0,0,0.0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CRHEROES-9edff2-0184,CRHEROES-9edff2,Space Shark #388,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Nano Meds,Scavenger,Epic,Maui,Space Shark,8,899,492,10,10,0.74,5,2,1,0,0,0,4,0,0,10,1,0,0,0,10,1,1,0,0,0,0,0
CRHEROES-9edff2-0185,CRHEROES-9edff2,Space Shark #389,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1udf8fm2ze46sskk3asapcxcqne2qdh7kvpq5ng8344uwd4xw5dqsqtculm,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Precision Weapons Proficiency,Brawler,Epic,Maui,Space Shark,10,1318,722,20,20,1.03,982,4,1,0,0,3,3,0,0,1,1,0,1,2,2,0,12,0,0,10,0,0
CRHEROES-9edff2-0186,CRHEROES-9edff2,Space Shark #390,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1hrxpjhyl77nt30p335fhj8umfn7l0d2d83u4sapp4svuqkvhqlmsseu678,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Cold Blooded,Resilience,Epic,Maui,Space Shark,10,1318,722,20,20,1.03,511,1,0,2,0,0,1,0,1,4,15,10,2,0,0,0,1,0,0,3,0,0
CRHEROES-9edff2-0187,CRHEROES-9edff2,Space Shark #391,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/epic_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9e7fa44d,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Hawaii,None,Angry,None,None,Sunglasses,None,Hawaii,Cigar,Scatter Weapons Proficiency,Scavenger,Epic,Maui,Space Shark,8,899,492,10,10,0.74,218,0,0,0,0,2,1,0,0,1,1,1,2,2,10,0,0,0,10,0,0,0
