CategoryID,MissionID,MissionTypeID,Target,TargetReachType,SortIndex,ParentMissionID,RewardPoolID,ResChType,ResChRaceID,ResChNFTOnly,ResWpType,ResWpClass,ResWpCollectionID,ResGameModeID,ResEventType
NewUserMissionEvent,NewUserMissionEvent_2,ingame_play_match,3,sum,2,,NewUserMissionEvent_2,,,,,,,,
NewUserMissionEvent,NewUserMissionEvent_3,ingame_use_ultimate,5,sum,3,,NewUserMissionEvent_3,,,,,,,,
NewUserMissionEvent,NewUserMissionEvent_4,meta_character_upgrade_to_level,3,sum,4,,NewUserMissionEvent_4,,,,,,,,
NewUserMissionEvent,NewUserMissionEvent_5,ingame_rumble_collect_stars,75,sum,5,,NewUserMissionEvent_5,,,,,,,128.0,
NewUserMissionEvent,NewUserMissionEvent_6,meta_use_item_Shards,20000,sum,6,,NewUserMissionEvent_6,,,,,,,,
NewUserMissionEvent,NewUserMissionEvent_7,meta_weapon_fuse,1,sum,7,,NewUserMissionEvent_7,,,,,,,,
NewUserMissionEvent,NewUserMissionEvent_8,ingame_defeat_enemies,100,sum,8,,NewUserMissionEvent_8,,,,,,,,
NewUserMissionEvent,NewUserMissionEvent_9,meta_hire,1,sum,9,,NewUserMissionEvent_9,,,,,,,,
NewUserMissionEvent,NewUserMissionEvent_10,meta_character_talent_learn,1,sum,10,,NewUserMissionEvent_10,,,,,,,,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_1,ingame_play_match,15,sum,1,,missionEvent_recurring_playweapon_1,,,,WeaponType_Flamer,,,128.0,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_2,ingame_deal_damage,300000,sum,2,,missionEvent_recurring_playweapon_2,,,,WeaponType_Flamer,,,,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_3,ingame_defeat_enemies,8,highest_one_match,3,,missionEvent_recurring_playweapon_3,,Cat,,WeaponType_Flamer,,,,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_4,meta_weapon_upgrade_to_level,5,highest,4,,missionEvent_recurring_playweapon_4,,,,WeaponType_Flamer,,,,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_5,ingame_kill_distance_far,30,sum,5,,missionEvent_recurring_playweapon_5,,,,WeaponType_Flamer,,,2.0,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_6,ingame_rumble_collect_stars,500,sum,6,,missionEvent_recurring_playweapon_6,,,,WeaponType_Flamer,,,,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_7,ingame_finish_in_top_3,7,sum,7,,missionEvent_recurring_playweapon_7,,,,WeaponType_Flamer,,,128.0,
missionEvent_recurring_playweapon_dragonbreath,missionEvent_recurring_playweapon_dragonbreath_8,ingame_deal_damage,75000,sum,8,,missionEvent_recurring_playweapon_8,,,,WeaponType_Flamer,,,16.0,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_1,ingame_play_match,15,sum,1,,missionEvent_recurring_playweapon_1,,,,WeaponType_Shotgun,,,128.0,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_2,ingame_deal_damage,300000,sum,2,,missionEvent_recurring_playweapon_2,,,,WeaponType_Shotgun,,,,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_3,ingame_defeat_enemies,8,highest_one_match,3,,missionEvent_recurring_playweapon_3,,Cat,,WeaponType_Shotgun,,,,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_4,meta_weapon_upgrade_to_level,5,highest,4,,missionEvent_recurring_playweapon_4,,,,WeaponType_Shotgun,,,,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_5,ingame_kill_distance_far,30,sum,5,,missionEvent_recurring_playweapon_5,,,,WeaponType_Shotgun,,,2.0,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_6,ingame_rumble_collect_stars,500,sum,6,,missionEvent_recurring_playweapon_6,,,,WeaponType_Shotgun,,,,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_7,ingame_finish_in_top_3,7,sum,7,,missionEvent_recurring_playweapon_7,,,,WeaponType_Shotgun,,,128.0,
missionEvent_recurring_playweapon_shotgun,missionEvent_recurring_playweapon_shotgun_8,ingame_deal_damage,75000,sum,8,,missionEvent_recurring_playweapon_8,,,,WeaponType_Shotgun,,,16.0,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_1,ingame_play_match,15,sum,1,,missionEvent_recurring_playweapon_1,,,,WeaponType_AssaultGun,,,128.0,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_2,ingame_deal_damage,300000,sum,2,,missionEvent_recurring_playweapon_2,,,,WeaponType_AssaultGun,,,,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_3,ingame_defeat_enemies,8,highest_one_match,3,,missionEvent_recurring_playweapon_3,,Cat,,WeaponType_AssaultGun,,,,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_4,meta_weapon_upgrade_to_level,5,highest,4,,missionEvent_recurring_playweapon_4,,,,WeaponType_AssaultGun,,,,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_5,ingame_kill_distance_far,30,sum,5,,missionEvent_recurring_playweapon_5,,,,WeaponType_AssaultGun,,,2.0,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_6,ingame_rumble_collect_stars,500,sum,6,,missionEvent_recurring_playweapon_6,,,,WeaponType_AssaultGun,,,,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_7,ingame_finish_in_top_3,7,sum,7,,missionEvent_recurring_playweapon_7,,,,WeaponType_AssaultGun,,,128.0,
missionEvent_recurring_playweapon_assaultgun,missionEvent_recurring_playweapon_shotgun_8,ingame_deal_damage,75000,sum,8,,missionEvent_recurring_playweapon_8,,,,WeaponType_AssaultGun,,,16.0,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_1,ingame_play_match,15,sum,1,,missionEvent_recurring_playweapon_1,,,,WeaponType_RailGun,,,128.0,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_2,ingame_deal_damage,300000,sum,2,,missionEvent_recurring_playweapon_2,,,,WeaponType_RailGun,,,,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_3,ingame_defeat_enemies,8,highest_one_match,3,,missionEvent_recurring_playweapon_3,,Cat,,WeaponType_RailGun,,,,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_4,meta_weapon_upgrade_to_level,5,highest,4,,missionEvent_recurring_playweapon_4,,,,WeaponType_RailGun,,,,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_5,ingame_kill_distance_far,30,sum,5,,missionEvent_recurring_playweapon_5,,,,WeaponType_RailGun,,,2.0,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_6,ingame_rumble_collect_stars,500,sum,6,,missionEvent_recurring_playweapon_6,,,,WeaponType_RailGun,,,,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_7,ingame_finish_in_top_3,7,sum,7,,missionEvent_recurring_playweapon_7,,,,WeaponType_RailGun,,,128.0,
missionEvent_recurring_playweapon_railgun,missionEvent_recurring_playweapon_shotgun_8,ingame_deal_damage,75000,sum,8,,missionEvent_recurring_playweapon_8,,,,WeaponType_RailGun,,,16.0,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_1,ingame_play_match,15,sum,1,,missionEvent_recurring_playweapon_1,,,,WeaponType_MortarGun,,,2.0,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_2,ingame_deal_damage,300000,sum,2,,missionEvent_recurring_playweapon_2,,,,WeaponType_MortarGun,,,,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_3,ingame_defeat_enemies,8,highest_one_match,3,,missionEvent_recurring_playweapon_3,,Cat,,WeaponType_MortarGun,,,,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_4,meta_weapon_upgrade_to_level,5,highest,4,,missionEvent_recurring_playweapon_4,,,,WeaponType_MortarGun,,,,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_5,ingame_kill_distance_far,30,sum,5,,missionEvent_recurring_playweapon_5,,,,WeaponType_MortarGun,,,16.0,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_6,ingame_rumble_collect_stars,500,sum,6,,missionEvent_recurring_playweapon_6,,,,WeaponType_MortarGun,,,,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_7,ingame_finish_in_top_3,7,sum,7,,missionEvent_recurring_playweapon_7,,,,WeaponType_MortarGun,,,128.0,
missionEvent_recurring_playweapon_mortargun,missionEvent_recurring_playweapon_shotgun_8,ingame_deal_damage,75000,sum,8,,missionEvent_recurring_playweapon_8,,,,WeaponType_MortarGun,,,2.0,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_1,ingame_play_match,15,sum,1,,missionEvent_recurring_playweapon_1,,,,WeaponType_TeslaGun,,,16.0,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_2,ingame_deal_damage,300000,sum,2,,missionEvent_recurring_playweapon_2,,,,WeaponType_TeslaGun,,,,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_3,ingame_defeat_enemies,8,highest_one_match,3,,missionEvent_recurring_playweapon_3,,Cat,,WeaponType_TeslaGun,,,,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_4,meta_weapon_upgrade_to_level,5,highest,4,,missionEvent_recurring_playweapon_4,,,,WeaponType_TeslaGun,,,,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_5,ingame_kill_distance_far,30,sum,5,,missionEvent_recurring_playweapon_5,,,,WeaponType_TeslaGun,,,2.0,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_6,ingame_rumble_collect_stars,500,sum,6,,missionEvent_recurring_playweapon_6,,,,WeaponType_TeslaGun,,,,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_7,ingame_finish_in_top_3,7,sum,7,,missionEvent_recurring_playweapon_7,,,,WeaponType_TeslaGun,,,128.0,
missionEvent_recurring_playweapon_teslagun,missionEvent_recurring_playweapon_shotgun_8,ingame_deal_damage,75000,sum,8,,missionEvent_recurring_playweapon_8,,,,WeaponType_TeslaGun,,,16.0,
missionEvent_dragonNewYear_day1,missionEvent_dragonNewYear_1_1,ingame_play_match,3,sum,1,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day1,missionEvent_dragonNewYear_1_2,ingame_rumble_collect_stars,50,sum,2,,missionEvent_dragonNewYear_missionReward,,,,,,,128.0,
missionEvent_dragonNewYear_day1,missionEvent_dragonNewYear_1_3,ingame_deal_damage,47000,sum,3,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day1,missionEvent_dragonNewYear_1_4,ingame_kill_from_grass,1,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day1,missionEvent_dragonNewYear_1_5,meta_character_upgrade_count,1,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day2,missionEvent_dragonNewYear_2_1,ingame_play_match,5,sum,1,,missionEvent_dragonNewYear_missionReward,,Cat,,,,,,
missionEvent_dragonNewYear_day2,missionEvent_dragonNewYear_2_2,ingame_use_ultimate,20,sum,2,,missionEvent_dragonNewYear_missionReward,,,,,,,2.0,
missionEvent_dragonNewYear_day2,missionEvent_dragonNewYear_2_3,ingame_gain_teamkills,2,sum,3,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_Shotgun,,,,
missionEvent_dragonNewYear_day2,missionEvent_dragonNewYear_2_4,meta_open_lootbox,2,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day2,missionEvent_dragonNewYear_2_5,meta_character_talent_learn,1,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day3,missionEvent_dragonNewYear_3_1,ingame_play_match,8,sum,1,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_TeslaGun,,,,
missionEvent_dragonNewYear_day3,missionEvent_dragonNewYear_3_2,ingame_kill_from_grass,5,sum,2,,missionEvent_dragonNewYear_missionReward,,,,,,,16.0,
missionEvent_dragonNewYear_day3,missionEvent_dragonNewYear_3_3,ingame_defeat_enemies,13,sum,3,,missionEvent_dragonNewYear_missionReward,,Tiger,,,,,,
missionEvent_dragonNewYear_day3,missionEvent_dragonNewYear_3_4,meta_open_lootbox,2,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day3,missionEvent_dragonNewYear_3_5,meta_hire,1,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day4,missionEvent_dragonNewYear_4_1,ingame_win_match,4,sum,1,,missionEvent_dragonNewYear_missionReward,,Bear,,,,,2.0,
missionEvent_dragonNewYear_day4,missionEvent_dragonNewYear_4_3,ingame_use_ultimate,7,sum,3,,missionEvent_dragonNewYear_missionReward,,Croco,,,,,,
missionEvent_dragonNewYear_day4,missionEvent_dragonNewYear_4_2,ingame_deal_damage,67000,sum,2,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_RailGun,,,128.0,
missionEvent_dragonNewYear_day4,missionEvent_dragonNewYear_4_4,meta_open_lootbox,3,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day4,missionEvent_dragonNewYear_4_5,meta_earn_item_CareerPoints,30,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day5,missionEvent_dragonNewYear_5_1,ingame_win_match,6,sum,1,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_MortarGun,,,2.0,
missionEvent_dragonNewYear_day5,missionEvent_dragonNewYear_5_2,ingame_kill_with_ultimate,8,sum,2,,missionEvent_dragonNewYear_missionReward,,Ape,,,,,128.0,
missionEvent_dragonNewYear_day5,missionEvent_dragonNewYear_5_3,meta_weapon_forge_3stars,1,sum,3,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day5,missionEvent_dragonNewYear_5_4,meta_character_upgrade_count,1,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day5,missionEvent_dragonNewYear_5_5,meta_use_item_Shards,2000,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day6,missionEvent_dragonNewYear_6_1,ingame_win_match,3,sum,1,,missionEvent_dragonNewYear_missionReward,,,,,,,16.0,
missionEvent_dragonNewYear_day6,missionEvent_dragonNewYear_6_2,ingame_shield_regenerate,31500,sum,2,,missionEvent_dragonNewYear_missionReward,,Bear,,,,,,
missionEvent_dragonNewYear_day6,missionEvent_dragonNewYear_6_3,meta_weapon_forge,2,sum,3,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day6,missionEvent_dragonNewYear_6_4,meta_hire,3,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day6,missionEvent_dragonNewYear_6_5,meta_shop_purchase_cantina_box,1,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day7,missionEvent_dragonNewYear_7_1,ingame_finish_in_top_3,8,sum,1,,missionEvent_dragonNewYear_missionReward,,,,,,,128.0,
missionEvent_dragonNewYear_day7,missionEvent_dragonNewYear_7_2,ingame_win_match,4,sum,2,,missionEvent_dragonNewYear_missionReward,,Cat,,,,,2.0,
missionEvent_dragonNewYear_day7,missionEvent_dragonNewYear_7_3,ingame_kill_from_grass,5,sum,3,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_MortarGun,,,,
missionEvent_dragonNewYear_day7,missionEvent_dragonNewYear_7_4,meta_character_talent_learn,5,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day7,missionEvent_dragonNewYear_7_5,meta_shop_purchase_cantina_box,3,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day8,missionEvent_dragonNewYear_8_1,ingame_defeat_enemies,18,sum,1,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_AssaultGun,,,128.0,
missionEvent_dragonNewYear_day8,missionEvent_dragonNewYear_8_2,ingame_gain_doublekills,2,sum,2,,missionEvent_dragonNewYear_missionReward,,Rabbit,,,,,,
missionEvent_dragonNewYear_day8,missionEvent_dragonNewYear_8_3,ingame_mvp,3,sum,3,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_Shotgun,,,16.0,
missionEvent_dragonNewYear_day8,missionEvent_dragonNewYear_8_4,meta_open_lootbox,7,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day8,missionEvent_dragonNewYear_8_5,meta_shop_purchase_cantina_box,2,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day9,missionEvent_dragonNewYear_9_1,ingame_finish_in_top_3,3,sum,1,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_TeslaGun,,,,
missionEvent_dragonNewYear_day9,missionEvent_dragonNewYear_9_2,ingame_kill_distance_close,3,sum,2,,missionEvent_dragonNewYear_missionReward,,,,WeaponType_RailGun,,,2.0,
missionEvent_dragonNewYear_day9,missionEvent_dragonNewYear_9_3,ingame_finish_in_top_1,1,sum,3,,missionEvent_dragonNewYear_missionReward,,Croco,,,,,128.0,
missionEvent_dragonNewYear_day9,missionEvent_dragonNewYear_9_4,meta_use_item_Shards,10000,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day9,missionEvent_dragonNewYear_9_5,meta_shop_purchase_iap,1,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day10,missionEvent_dragonNewYear_10_1,ingame_kill_with_ultimate_FreeCharacter6_Skill,10,sum,1,,missionEvent_dragonNewYear_missionReward,,Ape,,,,,,
missionEvent_dragonNewYear_day10,missionEvent_dragonNewYear_10_2,ingame_heal,9000,sum,2,,missionEvent_dragonNewYear_missionReward,,Rabbit,,,,,2.0,
missionEvent_dragonNewYear_day10,missionEvent_dragonNewYear_10_3,meta_hire,2,sum,3,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day10,missionEvent_dragonNewYear_10_4,meta_use_item_Credit,100,sum,4,,missionEvent_dragonNewYear_missionReward,,,,,,,,
missionEvent_dragonNewYear_day10,missionEvent_dragonNewYear_10_5,meta_shop_purchase_character_token,1,sum,5,,missionEvent_dragonNewYear_missionReward,,,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_1,ingame_play_match,3,sum,0,,battlepass_dragonNewYear_quest_daily_1,,,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_2,ingame_defeat_enemies,24,sum,0,,battlepass_dragonNewYear_quest_daily_2,,,,,,,2.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_3,ingame_deal_damage,57000,sum,0,,battlepass_dragonNewYear_quest_daily_3,,,,,,,16.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_4,ingame_defeat_enemies,18,sum,0,,battlepass_dragonNewYear_quest_daily_4,,Bear,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_5,ingame_win_match,5,sum,0,,battlepass_dragonNewYear_quest_daily_5,,,,,,,2.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_6,ingame_heal,18000,sum,0,,battlepass_dragonNewYear_quest_daily_6,,Ape,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_7,ingame_deal_damage,39000,sum,0,,battlepass_dragonNewYear_quest_daily_7,,Rabbit,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_8,ingame_kill_with_ultimate,3,sum,0,,battlepass_dragonNewYear_quest_daily_8,,,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_9,ingame_rumble_collect_stars,50,sum,0,,battlepass_dragonNewYear_quest_daily_9,,Ape,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_10,ingame_gain_doublekills,2,sum,0,,battlepass_dragonNewYear_quest_daily_10,,,,WeaponType_Shotgun,,,2.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_11,ingame_play_match,3,sum,0,,battlepass_dragonNewYear_quest_daily_1,,,,,,,16.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_12,ingame_defeat_enemies,10,sum,0,,battlepass_dragonNewYear_quest_daily_2,,,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_13,ingame_deal_damage,64000,sum,0,,battlepass_dragonNewYear_quest_daily_3,,,,WeaponType_RailGun,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_14,ingame_defeat_enemies,20,sum,0,,battlepass_dragonNewYear_quest_daily_4,,Bear,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_15,ingame_win_match,4,sum,0,,battlepass_dragonNewYear_quest_daily_5,,,,,,,2.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_16,ingame_heal,16000,sum,0,,battlepass_dragonNewYear_quest_daily_6,,Ape,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_17,ingame_deal_damage,80000,sum,0,,battlepass_dragonNewYear_quest_daily_7,,,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_18,ingame_kill_with_ultimate,4,sum,0,,battlepass_dragonNewYear_quest_daily_8,,,,,,,2.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_19,ingame_rumble_collect_stars,45,sum,0,,battlepass_dragonNewYear_quest_daily_9,,Bear,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_20,ingame_gain_doublekills,2,sum,0,,battlepass_dragonNewYear_quest_daily_10,,,,WeaponType_TeslaGun,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_21,ingame_play_match,4,sum,0,,battlepass_dragonNewYear_quest_daily_1,,,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_22,ingame_defeat_enemies,15,sum,0,,battlepass_dragonNewYear_quest_daily_2,,,,,,,16.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_23,ingame_deal_damage,75000,sum,0,,battlepass_dragonNewYear_quest_daily_3,,Cat,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_24,ingame_defeat_enemies,12,sum,0,,battlepass_dragonNewYear_quest_daily_4,,,,WeaponType_AssaultGun,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_25,ingame_finish_in_top_3,2,sum,0,,battlepass_dragonNewYear_quest_daily_5,,Croco,,,,,,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_26,ingame_heal,19000,sum,0,,battlepass_dragonNewYear_quest_daily_6,,,,,,,16.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_27,ingame_deal_damage,95000,sum,0,,battlepass_dragonNewYear_quest_daily_7,,,,,,,2.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_28,ingame_kill_with_ultimate,2,sum,0,,battlepass_dragonNewYear_quest_daily_8,,,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_29,ingame_rumble_collect_stars,30,sum,0,,battlepass_dragonNewYear_quest_daily_9,,Tiger,,,,,128.0,
battlepass_dragonNewYear_quest_daily,battlepass_dragonNewYear_quest_daily_30,ingame_gain_teamkills,1,sum,0,,battlepass_dragonNewYear_quest_daily_10,,,,,,,2.0,
missionEvent_ragnarok_day1,missionEvent_ragnarok_1_1,ingame_play_match,3,sum,1,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day1,missionEvent_ragnarok_1_2,ingame_rumble_collect_stars,50,sum,2,,missionEvent_ragnarok_missionReward,,,,,,,128.0,
missionEvent_ragnarok_day1,missionEvent_ragnarok_1_3,ingame_deal_damage,47000,sum,3,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day1,missionEvent_ragnarok_1_4,ingame_kill_from_grass,1,sum,4,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day1,missionEvent_ragnarok_1_5,meta_character_upgrade_count,1,sum,5,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day2,missionEvent_ragnarok_2_1,ingame_play_match,5,sum,1,,missionEvent_ragnarok_missionReward,,Cat,,,,,,
missionEvent_ragnarok_day2,missionEvent_ragnarok_2_2,ingame_use_ultimate,20,sum,2,,missionEvent_ragnarok_missionReward,,,,,,,2.0,
missionEvent_ragnarok_day2,missionEvent_ragnarok_2_3,ingame_gain_teamkills,2,sum,3,,missionEvent_ragnarok_missionReward,,,,WeaponType_Shotgun,,,,
missionEvent_ragnarok_day2,missionEvent_ragnarok_2_4,meta_open_lootbox,2,sum,4,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day2,missionEvent_ragnarok_2_5,meta_character_talent_learn,1,sum,5,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day3,missionEvent_ragnarok_3_1,ingame_play_match,8,sum,1,,missionEvent_ragnarok_missionReward,,,,WeaponType_TeslaGun,,,,
missionEvent_ragnarok_day3,missionEvent_ragnarok_3_2,ingame_kill_from_grass,5,sum,2,,missionEvent_ragnarok_missionReward,,,,,,,16.0,
missionEvent_ragnarok_day3,missionEvent_ragnarok_3_3,ingame_defeat_enemies,13,sum,3,,missionEvent_ragnarok_missionReward,,Tiger,,,,,,
missionEvent_ragnarok_day3,missionEvent_ragnarok_3_4,meta_open_lootbox,2,sum,4,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day3,missionEvent_ragnarok_3_5,meta_hire,1,sum,5,,missionEvent_ragnarok_missionReward,,,,,,,,
missionEvent_ragnarok_day4,missionEvent_ragnarok_4_1,ingame_win_match,4,sum,1,,missionEvent_ragnarok_missionReward,,Bear,,,,,2.0,
missionEvent_ragnarok_day4,missionEvent_ragnarok_4_2,ingame_use_ultimate,7,sum,3,,missionEvent_ragnarok_missionReward,,Croco,,,,,,
missionEvent_ragnarok_day4,missionEvent_ragnarok_4_3,ingame_deal_damage,67000,sum,2,,missionEvent_ragnarok_missionReward,,,,WeaponType_RailGun,,,128.0,
