SetupID,StatType,StatValue
battlepass_season2,event_battlepass_bonusRewardTokenRequired,300
arenaroyale,event_gamemode_gamemodeID,2
arenaroyale,event_gamemode_playercount,6
arenaroyale,event_gamemode_minRealPlayers,1
arenaroyale,event_gamemode_maxRealPlayers,6
arenaroyale,event_gamemode_scorelimit,20
arenaroyale,event_gamemode_timelimit,300
arenaroyale,event_gamemode_isTeamMode,TRUE
arenaroyale,event_gamemode_teamsCount,2
arenaroyale,event_gamemode_realPlayersTeamsCount,2
arenaroyale,event_gamemode_useMmrFiltering,FALSE
arenaroyale,event_gamemode_usePowerThresholdFiltering,TRUE
arenaroyale,event_gamemode_powerThreshold_min,5
arenaroyale,event_gamemode_powerThreshold_max,80
arenaroyale,event_gamemode_powerThreshold_maxTime,180
arenaroyale,event_gamemode_useEvenPlayerCount,TRUE
arenaroyale,event_gamemode_lobbyWaitTimeout,0
arenaroyale,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arenaroyale,event_gamemode_lobbyWaitTimeoutAtStart,0
arenaroyale,event_gamemode_lobbyWaitTimeoutAt2Players,180
arenaroyale,event_gamemode_lobbyWaitTimeoutAt4Players,120
arenaroyale,event_gamemode_respawnDuration,5
arenaroyale,event_gamemode_introDuration,15
arenaroyale,event_gamemode_countdownDuration,3
arenaroyale,event_gamemode_map,map_DustValley
arenaroyale,event_gamemode_victoryDescID,event_tdm_victoryDesc
arenaroyale,event_gamemode_rewardItemID_1,Crown
arenaroyale,event_gamemode_rewardItemID_2,ArenaTrophy
arenaroyale,event_gamemode_rewardItemID_3,ArenaScore
arenaroyale,event_gamemode_rewardItemID_4,WeaponXP
arenaroyale,event_arenaroyale_leaderboardPoolID,3
arenaroyale,event_arenaroyale_matchLimitPerDayForScore,1000
arenaroyale2,event_gamemode_gamemodeID,2
arenaroyale2,event_gamemode_playercount,6
arenaroyale2,event_gamemode_minRealPlayers,1
arenaroyale2,event_gamemode_maxRealPlayers,6
arenaroyale2,event_gamemode_scorelimit,20
arenaroyale2,event_gamemode_timelimit,300
arenaroyale2,event_gamemode_isTeamMode,TRUE
arenaroyale2,event_gamemode_teamsCount,2
arenaroyale2,event_gamemode_realPlayersTeamsCount,2
arenaroyale2,event_gamemode_useMmrFiltering,FALSE
arenaroyale2,event_gamemode_usePowerThresholdFiltering,TRUE
arenaroyale2,event_gamemode_powerThreshold_min,5
arenaroyale2,event_gamemode_powerThreshold_max,80
arenaroyale2,event_gamemode_powerThreshold_maxTime,180
arenaroyale2,event_gamemode_useEvenPlayerCount,TRUE
arenaroyale2,event_gamemode_lobbyWaitTimeout,0
arenaroyale2,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arenaroyale2,event_gamemode_lobbyWaitTimeoutAtStart,0
arenaroyale2,event_gamemode_lobbyWaitTimeoutAt2Players,180
arenaroyale2,event_gamemode_lobbyWaitTimeoutAt4Players,120
arenaroyale2,event_gamemode_respawnDuration,5
arenaroyale2,event_gamemode_introDuration,15
arenaroyale2,event_gamemode_countdownDuration,3
arenaroyale2,event_gamemode_map,map_DustValley
arenaroyale2,event_gamemode_victoryDescID,event_tdm_victoryDesc
arenaroyale2,event_gamemode_rewardItemID_1,Crown
arenaroyale2,event_gamemode_rewardItemID_2,ArenaTrophy
arenaroyale2,event_gamemode_rewardItemID_3,ArenaScore
arenaroyale2,event_gamemode_rewardItemID_4,WeaponXP
arenaroyale2,event_arenaroyale_leaderboardPoolID,4
arenaroyale2,event_arenaroyale_matchLimitPerDayForScore,1000
arenaroyale3,event_gamemode_gamemodeID,16
arenaroyale3,event_gamemode_playercount,6
arenaroyale3,event_gamemode_minRealPlayers,1
arenaroyale3,event_gamemode_maxRealPlayers,6
arenaroyale3,event_gamemode_scorelimit,50
arenaroyale3,event_gamemode_timelimit,300
arenaroyale3,event_gamemode_isTeamMode,TRUE
arenaroyale3,event_gamemode_teamsCount,2
arenaroyale3,event_gamemode_realPlayersTeamsCount,2
arenaroyale3,event_gamemode_useMmrFiltering,FALSE
arenaroyale3,event_gamemode_usePowerThresholdFiltering,TRUE
arenaroyale3,event_gamemode_powerThreshold_min,5
arenaroyale3,event_gamemode_powerThreshold_max,80
arenaroyale3,event_gamemode_powerThreshold_maxTime,180
arenaroyale3,event_gamemode_useEvenPlayerCount,TRUE
arenaroyale3,event_gamemode_lobbyWaitTimeout,0
arenaroyale3,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arenaroyale3,event_gamemode_lobbyWaitTimeoutAtStart,0
arenaroyale3,event_gamemode_lobbyWaitTimeoutAt2Players,180
arenaroyale3,event_gamemode_lobbyWaitTimeoutAt4Players,120
arenaroyale3,event_gamemode_respawnDuration,8
arenaroyale3,event_gamemode_introDuration,15
arenaroyale3,event_gamemode_countdownDuration,3
arenaroyale3,event_gamemode_map,map_ChaosCanyon
arenaroyale3,event_gamemode_victoryDescID,event_tdm_victoryDesc
arenaroyale3,event_gamemode_rewardItemID_1,Crown
arenaroyale3,event_gamemode_rewardItemID_2,ArenaTrophy
arenaroyale3,event_gamemode_rewardItemID_3,ArenaScore
arenaroyale3,event_gamemode_rewardItemID_4,WeaponXP
arenaroyale3,event_arenaroyale_leaderboardPoolID,4
arenaroyale3,event_arenaroyale_matchLimitPerDayForScore,1000
arena_m1,event_gamemode_gamemodeID,2
arena_m1,event_gamemode_playercount,6
arena_m1,event_gamemode_minRealPlayers,1
arena_m1,event_gamemode_maxRealPlayers,6
arena_m1,event_gamemode_scorelimit,20
arena_m1,event_gamemode_timelimit,300
arena_m1,event_gamemode_isTeamMode,TRUE
arena_m1,event_gamemode_teamsCount,2
arena_m1,event_gamemode_realPlayersTeamsCount,2
arena_m1,event_gamemode_useMmrFiltering,FALSE
arena_m1,event_gamemode_useEvenPlayerCount,TRUE
arena_m1,event_gamemode_lobbyWaitTimeout,0
arena_m1,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arena_m1,event_gamemode_lobbyWaitTimeoutAtStart,0
arena_m1,event_gamemode_lobbyWaitTimeoutAt2Players,180
arena_m1,event_gamemode_lobbyWaitTimeoutAt4Players,120
arena_m1,event_gamemode_respawnDuration,5
arena_m1,event_gamemode_introDuration,15
arena_m1,event_gamemode_countdownDuration,3
arena_m1,event_gamemode_map,map_DustValley
arena_m1,event_gamemode_victoryDescID,event_tdm_victoryDesc
arena_m1,event_gamemode_rewardItemID_1,Crown
arena_m1,event_gamemode_rewardItemID_2,ArenaTrophy
arena_m1,event_gamemode_rewardItemID_3,ArenaScore
arena_m1,event_gamemode_rewardItemID_4,WeaponXP
arena_m1,event_arenaroyale_leaderboardPoolID,10
arena_m1,event_arenaroyale_matchLimitPerDayForScore,1000
arena_m1_2,event_gamemode_gamemodeID,2
arena_m1_2,event_gamemode_playercount,6
arena_m1_2,event_gamemode_minRealPlayers,1
arena_m1_2,event_gamemode_maxRealPlayers,6
arena_m1_2,event_gamemode_scorelimit,20
arena_m1_2,event_gamemode_timelimit,300
arena_m1_2,event_gamemode_isTeamMode,TRUE
arena_m1_2,event_gamemode_teamsCount,2
arena_m1_2,event_gamemode_realPlayersTeamsCount,2
arena_m1_2,event_gamemode_useMmrFiltering,FALSE
arena_m1_2,event_gamemode_useEvenPlayerCount,TRUE
arena_m1_2,event_gamemode_lobbyWaitTimeout,0
arena_m1_2,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arena_m1_2,event_gamemode_lobbyWaitTimeoutAtStart,0
arena_m1_2,event_gamemode_lobbyWaitTimeoutAt2Players,180
arena_m1_2,event_gamemode_lobbyWaitTimeoutAt4Players,120
arena_m1_2,event_gamemode_respawnDuration,5
arena_m1_2,event_gamemode_introDuration,15
arena_m1_2,event_gamemode_countdownDuration,3
arena_m1_2,event_gamemode_map,map_TheQuarry
arena_m1_2,event_gamemode_victoryDescID,event_tdm_victoryDesc
arena_m1_2,event_gamemode_rewardItemID_1,Crown
arena_m1_2,event_gamemode_rewardItemID_2,ArenaTrophy
arena_m1_2,event_gamemode_rewardItemID_3,ArenaScore
arena_m1_2,event_gamemode_rewardItemID_4,WeaponXP
arena_m1_2,event_arenaroyale_leaderboardPoolID,10
arena_m1_2,event_arenaroyale_matchLimitPerDayForScore,1000
arena_m1_3,event_gamemode_gamemodeID,2
arena_m1_3,event_gamemode_playercount,6
arena_m1_3,event_gamemode_minRealPlayers,1
arena_m1_3,event_gamemode_maxRealPlayers,6
arena_m1_3,event_gamemode_scorelimit,20
arena_m1_3,event_gamemode_timelimit,300
arena_m1_3,event_gamemode_isTeamMode,TRUE
arena_m1_3,event_gamemode_teamsCount,2
arena_m1_3,event_gamemode_realPlayersTeamsCount,2
arena_m1_3,event_gamemode_useMmrFiltering,FALSE
arena_m1_3,event_gamemode_useEvenPlayerCount,TRUE
arena_m1_3,event_gamemode_lobbyWaitTimeout,0
arena_m1_3,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arena_m1_3,event_gamemode_lobbyWaitTimeoutAtStart,0
arena_m1_3,event_gamemode_lobbyWaitTimeoutAt2Players,180
arena_m1_3,event_gamemode_lobbyWaitTimeoutAt4Players,120
arena_m1_3,event_gamemode_respawnDuration,5
arena_m1_3,event_gamemode_introDuration,15
arena_m1_3,event_gamemode_countdownDuration,3
arena_m1_3,event_gamemode_map,map_FourFields
arena_m1_3,event_gamemode_victoryDescID,event_tdm_victoryDesc
arena_m1_3,event_gamemode_rewardItemID_1,Crown
arena_m1_3,event_gamemode_rewardItemID_2,ArenaTrophy
arena_m1_3,event_gamemode_rewardItemID_3,ArenaScore
arena_m1_3,event_gamemode_rewardItemID_4,WeaponXP
arena_m1_3,event_arenaroyale_leaderboardPoolID,10
arena_m1_3,event_arenaroyale_matchLimitPerDayForScore,1000
arena_m1_4,event_gamemode_gamemodeID,2
arena_m1_4,event_gamemode_playercount,6
arena_m1_4,event_gamemode_minRealPlayers,1
arena_m1_4,event_gamemode_maxRealPlayers,6
arena_m1_4,event_gamemode_scorelimit,20
arena_m1_4,event_gamemode_timelimit,300
arena_m1_4,event_gamemode_isTeamMode,TRUE
arena_m1_4,event_gamemode_teamsCount,2
arena_m1_4,event_gamemode_realPlayersTeamsCount,2
arena_m1_4,event_gamemode_useMmrFiltering,FALSE
arena_m1_4,event_gamemode_useEvenPlayerCount,TRUE
arena_m1_4,event_gamemode_lobbyWaitTimeout,0
arena_m1_4,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arena_m1_4,event_gamemode_lobbyWaitTimeoutAtStart,0
arena_m1_4,event_gamemode_lobbyWaitTimeoutAt2Players,180
arena_m1_4,event_gamemode_lobbyWaitTimeoutAt4Players,120
arena_m1_4,event_gamemode_respawnDuration,5
arena_m1_4,event_gamemode_introDuration,15
arena_m1_4,event_gamemode_countdownDuration,3
arena_m1_4,event_gamemode_map,map_DustValley
arena_m1_4,event_gamemode_victoryDescID,event_tdm_victoryDesc
arena_m1_4,event_gamemode_rewardItemID_1,Crown
arena_m1_4,event_gamemode_rewardItemID_2,ArenaTrophy
arena_m1_4,event_gamemode_rewardItemID_3,ArenaScore
arena_m1_4,event_gamemode_rewardItemID_4,WeaponXP
arena_m1_4,event_arenaroyale_leaderboardPoolID,10
arena_m1_4,event_arenaroyale_matchLimitPerDayForScore,1000
arena_monthly2,event_gamemode_gamemodeID,2
arena_monthly2,event_gamemode_playercount,6
arena_monthly2,event_gamemode_minRealPlayers,1
arena_monthly2,event_gamemode_maxRealPlayers,6
arena_monthly2,event_gamemode_scorelimit,20
arena_monthly2,event_gamemode_timelimit,300
arena_monthly2,event_gamemode_isTeamMode,TRUE
arena_monthly2,event_gamemode_teamsCount,2
arena_monthly2,event_gamemode_realPlayersTeamsCount,2
arena_monthly2,event_gamemode_useMmrFiltering,FALSE
arena_monthly2,event_gamemode_useEvenPlayerCount,TRUE
arena_monthly2,event_gamemode_lobbyWaitTimeout,0
arena_monthly2,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arena_monthly2,event_gamemode_lobbyWaitTimeoutAtStart,0
arena_monthly2,event_gamemode_lobbyWaitTimeoutAt2Players,180
arena_monthly2,event_gamemode_lobbyWaitTimeoutAt4Players,120
arena_monthly2,event_gamemode_respawnDuration,5
arena_monthly2,event_gamemode_introDuration,15
arena_monthly2,event_gamemode_countdownDuration,3
arena_monthly2,event_gamemode_map,map_DustValley
arena_monthly2,event_gamemode_victoryDescID,event_tdm_victoryDesc
arena_monthly2,event_gamemode_rewardItemID_1,Crown
arena_monthly2,event_gamemode_rewardItemID_2,ArenaTrophy
arena_monthly2,event_gamemode_rewardItemID_3,ArenaScore
arena_monthly2,event_gamemode_rewardItemID_4,WeaponXP
arena_monthly2,event_arenaroyale_leaderboardPoolID,11
arena_monthly2,event_arenaroyale_matchLimitPerDayForScore,1000
arena_monthly3,event_gamemode_gamemodeID,16
arena_monthly3,event_gamemode_playercount,6
arena_monthly3,event_gamemode_minRealPlayers,1
arena_monthly3,event_gamemode_maxRealPlayers,6
arena_monthly3,event_gamemode_scorelimit,50
arena_monthly3,event_gamemode_timelimit,300
arena_monthly3,event_gamemode_isTeamMode,TRUE
arena_monthly3,event_gamemode_teamsCount,2
arena_monthly3,event_gamemode_realPlayersTeamsCount,2
arena_monthly3,event_gamemode_useMmrFiltering,FALSE
arena_monthly3,event_gamemode_useEvenPlayerCount,TRUE
arena_monthly3,event_gamemode_lobbyWaitTimeout,0
arena_monthly3,event_gamemode_lobbyWaitTimeoutStaged,TRUE
arena_monthly3,event_gamemode_lobbyWaitTimeoutAtStart,0
arena_monthly3,event_gamemode_lobbyWaitTimeoutAt2Players,180
arena_monthly3,event_gamemode_lobbyWaitTimeoutAt4Players,120
arena_monthly3,event_gamemode_respawnDuration,8
arena_monthly3,event_gamemode_introDuration,15
arena_monthly3,event_gamemode_countdownDuration,3
arena_monthly3,event_gamemode_map,map_ChaosCanyon
arena_monthly3,event_gamemode_victoryDescID,event_killstreak_victoryDesc
arena_monthly3,event_gamemode_rewardItemID_1,Crown
arena_monthly3,event_gamemode_rewardItemID_2,ArenaTrophy
arena_monthly3,event_gamemode_rewardItemID_3,ArenaScore
arena_monthly3,event_gamemode_rewardItemID_4,WeaponXP
arena_monthly3,event_arenaroyale_leaderboardPoolID,12
arena_monthly3,event_arenaroyale_matchLimitPerDayForScore,1000
dailyvideo_1,event_dailyvideo_rewardPoolID,1
dailylogin_newUser,event_dailylogin_rewardPoolID,new_user
dailylogin_recurring_1,event_dailylogin_rewardPoolID,recurring_1
dailylogin_recurring_1,event_dailylogin_paidTierPricePoolID,dailylogin_recurring_boxes
dailylogin_recurring_2,event_dailylogin_rewardPoolID,recurring_2
dailylogin_recurring_2,event_dailylogin_paidTierPricePoolID,dailylogin_recurring_boxes
dailylogin_recurring_3,event_dailylogin_rewardPoolID,recurring_3
dailylogin_recurring_3,event_dailylogin_paidTierPricePoolID,dailylogin_recurring_gems
dailylogin_recurring_4,event_dailylogin_rewardPoolID,recurring_4
dailylogin_recurring_4,event_dailylogin_paidTierPricePoolID,dailylogin_recurring_gems
challenge_event_TDM,event_challengeGameModeID,2
challenge_event_TDM,event_challengeRewardPoolID,1
challenge_event_TDM,event_challengeMaxLosses,3
challenge_event_HS,event_challengeGameModeID,16
challenge_event_HS,event_challengeRewardPoolID,1
challenge_event_HS,event_challengeMaxLosses,3
dailylogin_halloween_2023,event_dailylogin_rewardPoolID,halloween_2023
dailylogin_halloween_2023,event_dailylogin_paidTierPricePoolID,dailylogin_halloween_2023
dailylogin_halloween_2023,event_specialCalendarEventType,halloween
missionEvent_newUser,event_missions_missionCategory,NewUserMissionEvent
missionEvent_newUser,event_missions_finalRewardPoolID,missionEvent_newUser_finalReward
